School,Program,Result,Result_Date,GPA,Verbal_GRE,Quant_GRE,Writing_GRE,Subject_GRE,Status,Submit_Date,Result_Day,Result_Month,Result_Year,Submit_Day,Submit_Month,Submit_Year,Degree_Type
University Of California Santa Barbara,"Statistics, PhD (F13)",Rejected,22 Mar 2013,,,,,,,22 Mar 2013,22,Mar,2013,22,Mar,2013,Phd
USC,"Statistics, Masters (F13)",Accepted,22 Mar 2013,3.8300000000000001,750.0,800.0,3.0,,U,22 Mar 2013,22,Mar,2013,22,Mar,2013,Masters
University Of California Santa Barbara,"Statistics, PhD (F13)",Rejected,22 Mar 2013,,,,,,,22 Mar 2013,22,Mar,2013,22,Mar,2013,Phd
Florida State University,"Statistics, PhD (F13)",Accepted,22 Mar 2013,,,,,,,22 Mar 2013,22,Mar,2013,22,Mar,2013,Phd
UCLA,"Statistics, Masters (F13)",Accepted,22 Mar 2013,3.54,167.0,167.0,4.5,,A,22 Mar 2013,22,Mar,2013,22,Mar,2013,Masters
"University Of Michigan, Ann Arbor","Applied Statistics, Masters (F13)",Accepted,22 Feb 2013,3.5,670.0,800.0,4.5,,A,22 Mar 2013,22,Feb,2013,22,Mar,2013,Masters
UCLA,"Statistics, Masters (F13)",Accepted,22 Mar 2013,3.54,590.0,800.0,4.0,,I,22 Mar 2013,22,Mar,2013,22,Mar,2013,Masters
University Of Chicago,"Statistics, Masters (F13)",Accepted,15 Mar 2013,,167.0,165.0,5.5,,A,21 Mar 2013,15,Mar,2013,21,Mar,2013,Masters
Ohio State University,"Statistics, PhD (F13)",Rejected,8 Mar 2013,,,,,,,21 Mar 2013,8,Mar,2013,21,Mar,2013,Phd
Oxford,"Applied Statistics, Masters (F13)",Rejected,21 Mar 2013,,,,,,,21 Mar 2013,21,Mar,2013,21,Mar,2013,Masters
Columbia University,"Statistics, PhD (F13)",Rejected,18 Mar 2013,3.6400000000000001,162.0,163.0,4.0,720.0,A,21 Mar 2013,18,Mar,2013,21,Mar,2013,Phd
UBC,"Statistics, Masters (F13)",Rejected,20 Mar 2013,,,,,,,21 Mar 2013,20,Mar,2013,21,Mar,2013,Masters
Boston U,"Statistics, Masters (F13)",Accepted,20 Mar 2013,,,,,,,21 Mar 2013,20,Mar,2013,21,Mar,2013,Masters
UBC,"Statistics, Masters (F13)",Rejected,21 Mar 2013,,,,,,,21 Mar 2013,21,Mar,2013,21,Mar,2013,Masters
University Of Georgia,"Statistics, PhD (F13)",Accepted,21 Mar 2013,,,,,,,21 Mar 2013,21,Mar,2013,21,Mar,2013,Phd
Baylor University,"Statistics, PhD (F13)",Rejected,21 Mar 2013,,,,,,,21 Mar 2013,21,Mar,2013,21,Mar,2013,Phd
Baylor University,"Statistics, PhD (F13)",Rejected,20 Mar 2013,,,,,,,20 Mar 2013,20,Mar,2013,20,Mar,2013,Phd
Boston U,"Statistics, Masters (F13)",Accepted,20 Mar 2013,,,,,,,20 Mar 2013,20,Mar,2013,20,Mar,2013,Masters
Oxford,"Applied Statistics, Masters (F13)",Rejected,19 Mar 2013,,,,,,,20 Mar 2013,19,Mar,2013,20,Mar,2013,Masters
Teachers College,"Measurement, Evaluation, And Statistics,, PhD (F13)",Rejected,12 Feb 2013,,,,,,,19 Mar 2013,12,Feb,2013,19,Mar,2013,Phd
NCSU,"Statistics, Masters (F13)",Rejected,19 Mar 2013,,,,,,,19 Mar 2013,19,Mar,2013,19,Mar,2013,Masters
University Of Missouri,"Statistics, PhD (F13)",Rejected,19 Mar 2013,,,,,,,19 Mar 2013,19,Mar,2013,19,Mar,2013,Phd
Purdue University,"Statistics, Masters (F13)",Rejected,19 Mar 2013,,,,,,,19 Mar 2013,19,Mar,2013,19,Mar,2013,Masters
University Of Missouri,"Statistics, PhD (F13)",Rejected,19 Mar 2013,,,,,,,19 Mar 2013,19,Mar,2013,19,Mar,2013,Phd
University Of South Carolina,"Statistics, PhD (F13)",Accepted,19 Mar 2013,,,,,,,19 Mar 2013,19,Mar,2013,19,Mar,2013,Phd
University Of Missouri,"Statistics, PhD (F13)",Rejected,19 Mar 2013,,,,,,,19 Mar 2013,19,Mar,2013,19,Mar,2013,Phd
Queens University,"Statistics, Masters (F13)",Accepted,18 Mar 2013,,,,,,,19 Mar 2013,18,Mar,2013,19,Mar,2013,Masters
George Washington University,"Statistics, Masters (F13)",Accepted,7 Mar 2013,3.7000000000000002,153.0,163.0,4.0,,A,18 Mar 2013,7,Mar,2013,18,Mar,2013,Masters
University Of Chicago,"Statistics, Masters (F13)",Rejected,16 Mar 2013,,,,,,,18 Mar 2013,16,Mar,2013,18,Mar,2013,Masters
Michigan Technological University,"Statistics, PhD (F13)",Accepted,18 Mar 2013,,,,,,,18 Mar 2013,18,Mar,2013,18,Mar,2013,Phd
Purdue University,"Statistics, PhD (F13)",Accepted,15 Mar 2013,3.5,150.0,161.0,3.0,,I,17 Mar 2013,15,Mar,2013,17,Mar,2013,Phd
University Of Chicago,"Statistics, Masters (F13)",Rejected,15 Mar 2013,,,,,,,16 Mar 2013,15,Mar,2013,16,Mar,2013,Masters
University Of Chicago,"Statistics, Masters (F13)",Rejected,16 Mar 2013,,,,,,,16 Mar 2013,16,Mar,2013,16,Mar,2013,Masters
University Of Chicago,"Statistics, Masters (F13)",Rejected,16 Mar 2013,,,,,,,16 Mar 2013,16,Mar,2013,16,Mar,2013,Masters
Columbia University,"Statistics, Masters (F13)",Accepted,12 Mar 2013,,,,,,,16 Mar 2013,12,Mar,2013,16,Mar,2013,Masters
Michigan State University,"Statistics, Masters (F13)",Accepted,16 Mar 2013,,,,,,,16 Mar 2013,16,Mar,2013,16,Mar,2013,Masters
University Of Chicago,"Statistics, Masters (F13)",Rejected,16 Mar 2013,,,,,,,16 Mar 2013,16,Mar,2013,16,Mar,2013,Masters
George Washington University,"Statistics, Masters (F13)",Accepted,16 Mar 2013,,,,,,,16 Mar 2013,16,Mar,2013,16,Mar,2013,Masters
Purdue University,"Statistics, Masters (F13)",Accepted,16 Mar 2013,,,,,,,16 Mar 2013,16,Mar,2013,16,Mar,2013,Masters
University Of Connecticut,"Statistics, PhD (F13)",Accepted,15 Mar 2013,3.6400000000000001,162.0,163.0,4.0,,A,16 Mar 2013,15,Mar,2013,16,Mar,2013,Phd
University Of Chicago,"Statistics, Masters (F13)",Accepted,16 Mar 2013,3.8100000000000001,164.0,166.0,5.0,,A,16 Mar 2013,16,Mar,2013,16,Mar,2013,Masters
University Of Chicago,"Statistics, Masters (S13)",Rejected,15 Mar 2013,,,,,,,15 Mar 2013,15,Mar,2013,15,Mar,2013,Masters
University Of Chicago,"Statistics, Masters (F13)",Rejected,15 Mar 2013,,,,,,,15 Mar 2013,15,Mar,2013,15,Mar,2013,Masters
University Of Chicago,"Statistics, Masters (F13)",Accepted,15 Mar 2013,3.4900000000000002,155.0,164.0,4.0,,I,15 Mar 2013,15,Mar,2013,15,Mar,2013,Masters
University Of Chicago,"Statistics, Masters (F13)",Accepted,15 Mar 2013,3.7999999999999998,170.0,167.0,4.0,,A,15 Mar 2013,15,Mar,2013,15,Mar,2013,Masters
Rutgers University Graduate School Of Education,"Education, Focus In Statistics And Measurement, PhD (F13)",Rejected,15 Mar 2013,,,,,,,15 Mar 2013,15,Mar,2013,15,Mar,2013,Phd
University Of Southampton,"Social Statistics And Demography, PhD (F13)",Accepted,15 Mar 2013,3.8399999999999999,157.0,167.0,4.5,,I,15 Mar 2013,15,Mar,2013,15,Mar,2013,Phd
Purdue University,"Statistics, PhD (F13)",Rejected,15 Mar 2013,,,,,,,15 Mar 2013,15,Mar,2013,15,Mar,2013,Phd
NCSU,"Statistics, PhD (F13)",Rejected,15 Mar 2013,,,,,,,15 Mar 2013,15,Mar,2013,15,Mar,2013,Phd
Penn State University,"Applied Statistics, Masters (F13)",Accepted,28 Feb 2013,,,,,,,15 Mar 2013,28,Feb,2013,15,Mar,2013,Masters
George Washington University,"Statistics, Masters (F13)",Accepted,13 Mar 2013,,,,,,,15 Mar 2013,13,Mar,2013,15,Mar,2013,Masters
University Of Cincinnati,"Statistics, PhD (F13)",Accepted,15 Mar 2013,,,,,,,15 Mar 2013,15,Mar,2013,15,Mar,2013,Phd
Purdue University,"Statistics, Masters (F13)",Rejected,14 Mar 2013,,,,,,,14 Mar 2013,14,Mar,2013,14,Mar,2013,Masters
University Of Texas At San Antonio,"Applied Statistics, PhD (F13)",Accepted,14 Mar 2013,,,,,,,14 Mar 2013,14,Mar,2013,14,Mar,2013,Phd
UC Berkeley,"Statistics, Masters (F13)",Accepted,14 Mar 2013,,0.0,0.0,0.0,720.0,A,14 Mar 2013,14,Mar,2013,14,Mar,2013,Masters
George Washington University,"Statistics, PhD (F13)",Accepted,14 Mar 2013,3.9500000000000002,520.0,780.0,4.5,770.0,A,14 Mar 2013,14,Mar,2013,14,Mar,2013,Phd
Oregon State University,"Statistics, PhD (F13)",Rejected,14 Mar 2013,,,,,,,14 Mar 2013,14,Mar,2013,14,Mar,2013,Phd
NCSU,"Statistics, Masters (F13)",Rejected,14 Mar 2013,3.54,150.0,170.0,3.5,,I,14 Mar 2013,14,Mar,2013,14,Mar,2013,Masters
UC Berkeley,"Statistics, Masters (F13)",Rejected,14 Mar 2013,,161.0,169.0,4.5,,I,14 Mar 2013,14,Mar,2013,14,Mar,2013,Masters
UC Berkeley,"Statistics, Masters (F13)",Rejected,14 Mar 2013,3.8999999999999999,149.0,164.0,3.0,,I,14 Mar 2013,14,Mar,2013,14,Mar,2013,Masters
UC Berkeley,"Statistics, Masters (F13)",Rejected,14 Mar 2013,,,,,,,14 Mar 2013,14,Mar,2013,14,Mar,2013,Masters
UC Berkeley,"Statistics, Masters (F13)",Rejected,13 Mar 2013,,,,,,,13 Mar 2013,13,Mar,2013,13,Mar,2013,Masters
UC Berkeley,"Statistics, Masters (F13)",Rejected,13 Mar 2013,,,,,,,13 Mar 2013,13,Mar,2013,13,Mar,2013,Masters
UC Berkeley,"Statistics, Masters (F13)",Rejected,13 Mar 2013,3.98,169.0,162.0,4.5,,A,13 Mar 2013,13,Mar,2013,13,Mar,2013,Masters
University Of Iowa,"Statistics, PhD (F13)",Accepted,13 Mar 2013,,,,,,,13 Mar 2013,13,Mar,2013,13,Mar,2013,Phd
George Washington University,"Statistics, Masters (F13)",Accepted,13 Mar 2013,3.7999999999999998,170.0,167.0,4.0,,A,13 Mar 2013,13,Mar,2013,13,Mar,2013,Masters
George Washington University,"Statistics, Masters (F13)",Accepted,13 Mar 2013,3.7999999999999998,170.0,167.0,4.0,,A,13 Mar 2013,13,Mar,2013,13,Mar,2013,Masters
Teachers College,"Measurement, Evaluation, And Statistics, PhD (F13)",Accepted,5 Mar 2013,,,,,,,13 Mar 2013,5,Mar,2013,13,Mar,2013,Phd
University Of Missouri,"Statistics, Masters (F13)",Accepted,12 Mar 2013,,,,,,,13 Mar 2013,12,Mar,2013,13,Mar,2013,Masters
Penn State University,"Statistics, Masters (F13)",Accepted,28 Feb 2013,,,,,,,13 Mar 2013,28,Feb,2013,13,Mar,2013,Masters
George Washington University,"Statistics, Masters (F13)",Accepted,13 Mar 2013,,,,,,,13 Mar 2013,13,Mar,2013,13,Mar,2013,Masters
"University Of California, Davis","Statistics, Masters (F13)",Accepted,13 Mar 2013,,,,,,,13 Mar 2013,13,Mar,2013,13,Mar,2013,Masters
Columbia University,"Statistics, Masters (F13)",Accepted,12 Mar 2013,,,,,,,12 Mar 2013,12,Mar,2013,12,Mar,2013,Masters
Columbia University,"Statistics, Masters (F13)",Accepted,12 Mar 2013,,,,,,,12 Mar 2013,12,Mar,2013,12,Mar,2013,Masters
Columbia University,"Statistics, Masters (F13)",Accepted,12 Mar 2013,3.7000000000000002,148.0,165.0,4.5,,A,12 Mar 2013,12,Mar,2013,12,Mar,2013,Masters
Georgetown University,"Mathematic And Statistics, Masters (F13)",Accepted,12 Mar 2013,,,,,,,12 Mar 2013,12,Mar,2013,12,Mar,2013,Masters
"University Of California, Davis","Statistics, Masters (F13)",Accepted,12 Mar 2013,,,,,,,12 Mar 2013,12,Mar,2013,12,Mar,2013,Masters
NCSU,"Statistics, PhD (F13)",Rejected,12 Mar 2013,,,,,,,12 Mar 2013,12,Mar,2013,12,Mar,2013,Phd
University Of Missouri,"Statistics, Masters (F13)",Accepted,12 Mar 2013,,,,,,,12 Mar 2013,12,Mar,2013,12,Mar,2013,Masters
NCSU,"Statistics, Masters (F13)",Rejected,12 Mar 2013,,,,,,,12 Mar 2013,12,Mar,2013,12,Mar,2013,Masters
Colorado State University,"Statistics, PhD (F13)",Rejected,11 Mar 2013,,,,,,,11 Mar 2013,11,Mar,2013,11,Mar,2013,Phd
Colorado State University,"Statistics, PhD (F13)",Rejected,11 Mar 2013,,,,,,,11 Mar 2013,11,Mar,2013,11,Mar,2013,Phd
Northwestern University,"Statistics, PhD (F13)",Rejected,11 Mar 2013,,,,,,,11 Mar 2013,11,Mar,2013,11,Mar,2013,Phd
"University Of California, Santa Cruz","Statistics And Applied Mathematics, PhD (F13)",Accepted,11 Mar 2013,,,,,,,11 Mar 2013,11,Mar,2013,11,Mar,2013,Phd
George Washington University,"Statistics, Masters (F13)",Accepted,11 Mar 2013,,,,,,,11 Mar 2013,11,Mar,2013,11,Mar,2013,Masters
University Of Waterloo,"Statistics, Masters (F13)",Accepted,5 Mar 2013,,,,,,,11 Mar 2013,5,Mar,2013,11,Mar,2013,Masters
U Of Pitt,"Statistics, PhD (F13)",Rejected,2 Mar 2013,3.6000000000000001,156.0,170.0,3.5,,I,10 Mar 2013,2,Mar,2013,10,Mar,2013,Phd
UIUC,"Statistics, PhD (F13)",Rejected,1 Mar 2013,3.5,156.0,170.0,3.5,,I,10 Mar 2013,1,Mar,2013,10,Mar,2013,Phd
Virginia Tech,"Statistics, PhD (F13)",Rejected,28 Feb 2013,,156.0,170.0,3.5,,I,10 Mar 2013,28,Feb,2013,10,Mar,2013,Phd
"University Of California, Santa Cruz","Applied Mathematics And Statistics, PhD (F13)",Rejected,9 Mar 2013,3.6200000000000001,153.0,168.0,3.0,,I,9 Mar 2013,9,Mar,2013,9,Mar,2013,Phd
Colorado State University,"Statistics, PhD (F13)",Rejected,9 Mar 2013,,,,,,,9 Mar 2013,9,Mar,2013,9,Mar,2013,Phd
Columbia University,"Statistics, Masters (F13)",Accepted,8 Mar 2013,,,,,,,9 Mar 2013,8,Mar,2013,9,Mar,2013,Masters
"University Of California, Santa Cruz","Applied Mathematics And Statistics, PhD (F13)",Rejected,8 Mar 2013,3.2999999999999998,158.0,161.0,5.0,,A,9 Mar 2013,8,Mar,2013,9,Mar,2013,Phd
Northwestern University,"Statistics, PhD (F13)",Rejected,8 Mar 2013,,,,,,,9 Mar 2013,8,Mar,2013,9,Mar,2013,Phd
Northwestern University,"Statistics, PhD (F13)",Rejected,8 Mar 2013,,,,,,,8 Mar 2013,8,Mar,2013,8,Mar,2013,Phd
Columbia University,"Statistics, Masters (F13)",Accepted,8 Mar 2013,,,,,,,8 Mar 2013,8,Mar,2013,8,Mar,2013,Masters
Columbia University,"Statistics, Masters (F13)",Rejected,8 Mar 2013,,,,,,,8 Mar 2013,8,Mar,2013,8,Mar,2013,Masters
NCSU,"Statistics, PhD (F13)",Rejected,8 Mar 2013,,,,,,,8 Mar 2013,8,Mar,2013,8,Mar,2013,Phd
George Washington University,"Statistics, Masters (F13)",Accepted,8 Mar 2013,,,,,,,8 Mar 2013,8,Mar,2013,8,Mar,2013,Masters
Northwestern University,"Statistics, PhD (F13)",Rejected,8 Mar 2013,,,,,,,8 Mar 2013,8,Mar,2013,8,Mar,2013,Phd
George Washington University,"Statistics, Masters (F13)",Accepted,8 Mar 2013,,,,,,,8 Mar 2013,8,Mar,2013,8,Mar,2013,Masters
George Washington University,"Statistics, Masters (F13)",Accepted,7 Mar 2013,3.8999999999999999,164.0,163.0,3.5,,U,8 Mar 2013,7,Mar,2013,8,Mar,2013,Masters
George Washington University,"Statistics, Masters (F13)",Accepted,7 Mar 2013,3.8999999999999999,164.0,163.0,3.5,,U,8 Mar 2013,7,Mar,2013,8,Mar,2013,Masters
University Of Toronto,"Statistics, Masters (F13)",Accepted,8 Mar 2013,,,,,,,8 Mar 2013,8,Mar,2013,8,Mar,2013,Masters
University Of Toronto,"Statistics, Masters (F13)",Accepted,8 Mar 2013,,,,,,,8 Mar 2013,8,Mar,2013,8,Mar,2013,Masters
Colorado State University,"Statistics, PhD (F13)",Rejected,4 Mar 2013,,,,,,,8 Mar 2013,4,Mar,2013,8,Mar,2013,Phd
University Of Toronto,"Statistics, Masters (F13)",Accepted,7 Mar 2013,,,,,,,7 Mar 2013,7,Mar,2013,7,Mar,2013,Masters
Colorado State University,"Statistics, PhD (F13)",Rejected,7 Mar 2013,,,,,,,7 Mar 2013,7,Mar,2013,7,Mar,2013,Phd
Duke,"Statistics, PhD (F13)",Rejected,7 Mar 2013,,,,,,,7 Mar 2013,7,Mar,2013,7,Mar,2013,Phd
Florida State University,"Statistics, PhD (F13)",Rejected,7 Mar 2013,,,,,,,7 Mar 2013,7,Mar,2013,7,Mar,2013,Phd
Bowling Green State University,"Statistics, PhD (F13)",Accepted,28 Feb 2013,3.9399999999999999,154.0,166.0,3.0,,I,7 Mar 2013,28,Feb,2013,7,Mar,2013,Phd
"University Of California, Davis","Statistics, PhD (F13)",Accepted,4 Feb 2013,3.9399999999999999,154.0,166.0,3.0,,I,7 Mar 2013,4,Feb,2013,7,Mar,2013,Phd
University Of Victoria,"Statistics, Masters (F13)",Accepted,6 Mar 2013,,,,,,,7 Mar 2013,6,Mar,2013,7,Mar,2013,Masters
University Of Waterloo,"Statistics, Masters (F13)",Accepted,7 Mar 2013,,,,,,,7 Mar 2013,7,Mar,2013,7,Mar,2013,Masters
NCSU,"Statistics, PhD (F13)",Rejected,5 Mar 2013,,,,,,,7 Mar 2013,5,Mar,2013,7,Mar,2013,Phd
University Of Waterloo,"Statistics, Masters (F13)",Accepted,7 Mar 2013,,,,,,,7 Mar 2013,7,Mar,2013,7,Mar,2013,Masters
Johns Hopkins University,"Applied Mathematics And Statistics, Masters (F13)",Accepted,4 Mar 2013,3.5,156.0,170.0,4.0,,U,7 Mar 2013,4,Mar,2013,7,Mar,2013,Masters
NCSU,"Statistics, PhD (F13)",Rejected,6 Mar 2013,,,,,,,6 Mar 2013,6,Mar,2013,6,Mar,2013,Phd
NCSU,"Statistics, PhD (F13)",Rejected,6 Mar 2013,,,,,,,6 Mar 2013,6,Mar,2013,6,Mar,2013,Phd
NCSU,"Statistics, PhD (F13)",Rejected,6 Mar 2013,3.6200000000000001,153.0,168.0,3.0,,I,6 Mar 2013,6,Mar,2013,6,Mar,2013,Phd
Teachers College,"Measurement, Evaluation, And Statistics, EdD (F13)",Accepted,6 Mar 2013,,,,,,,6 Mar 2013,6,Mar,2013,6,Mar,2013,Other
Penn State University,"Statistics, PhD (F13)",Accepted,6 Mar 2013,3.8700000000000001,147.0,165.0,3.0,,I,6 Mar 2013,6,Mar,2013,6,Mar,2013,Phd
University Of Florida,"Statistics, PhD (F13)",Accepted,5 Mar 2013,4.0,154.0,169.0,3.5,,I,6 Mar 2013,5,Mar,2013,6,Mar,2013,Phd
U Of Pitt,"Applied Statistics, Masters (F13)",Rejected,5 Mar 2013,,,,,,,6 Mar 2013,5,Mar,2013,6,Mar,2013,Masters
NCSU,"Statistics, PhD (F13)",Accepted,6 Mar 2013,,,,,,,6 Mar 2013,6,Mar,2013,6,Mar,2013,Phd
Harvard University,"Statistics, PhD (F13)",Rejected,6 Mar 2013,,,,,,,6 Mar 2013,6,Mar,2013,6,Mar,2013,Phd
U Of Pitt,"Statistics, Masters (F13)",Rejected,5 Mar 2013,,,,,,,6 Mar 2013,5,Mar,2013,6,Mar,2013,Masters
U Of Pitt,"Statistics, PhD (F13)",Rejected,6 Mar 2013,,,,,,,6 Mar 2013,6,Mar,2013,6,Mar,2013,Phd
Iowa State,"Statistics, PhD (F13)",Accepted,5 Mar 2013,,,,,,,5 Mar 2013,5,Mar,2013,5,Mar,2013,Phd
NCSU,"Statistics, PhD (F13)",Rejected,5 Mar 2013,3.6699999999999999,152.0,162.0,5.5,,A,5 Mar 2013,5,Mar,2013,5,Mar,2013,Phd
George Washington University,"Statistics, PhD (F13)",Accepted,5 Mar 2013,3.6000000000000001,570.0,740.0,0.0,,A,5 Mar 2013,5,Mar,2013,5,Mar,2013,Phd
Florida State University,"Statistics, PhD (F13)",Accepted,28 Feb 2013,3.7999999999999998,148.0,170.0,3.0,750.0,I,5 Mar 2013,28,Feb,2013,5,Mar,2013,Phd
University Of California Santa Barbara,"Statistics, PhD (F13)",Accepted,5 Mar 2013,,,,,,,5 Mar 2013,5,Mar,2013,5,Mar,2013,Phd
NCSU,"Statistics, PhD (F13)",Accepted,5 Mar 2013,,,,,,,5 Mar 2013,5,Mar,2013,5,Mar,2013,Phd
NCSU,"Statistics, PhD (F13)",Accepted,5 Mar 2013,,,,,,,5 Mar 2013,5,Mar,2013,5,Mar,2013,Phd
Iowa State,"Statistics, PhD (F13)",Accepted,5 Mar 2013,,,,,,,5 Mar 2013,5,Mar,2013,5,Mar,2013,Phd
NCSU,"Statistics, PhD (F13)",Accepted,5 Mar 2013,,,,,,,5 Mar 2013,5,Mar,2013,5,Mar,2013,Phd
Johns Hopkins University,"Applied Mathematics And Statistics, Masters (F13)",Accepted,5 Mar 2013,,,,,,,5 Mar 2013,5,Mar,2013,5,Mar,2013,Masters
Johns Hopkins University,"Statistics, Masters (F13)",Rejected,4 Mar 2013,,,,,,,5 Mar 2013,4,Mar,2013,5,Mar,2013,Masters
Johns Hopkins University,"Applied Mathematics And Statistics, Masters (F13)",Accepted,4 Mar 2013,3.7400000000000002,570.0,800.0,3.0,,U,5 Mar 2013,4,Mar,2013,5,Mar,2013,Masters
Johns Hopkins University,"Applied Mathematics And Statistics, Masters (F13)",Rejected,4 Mar 2013,,,,,,,5 Mar 2013,4,Mar,2013,5,Mar,2013,Masters
NCSU,"Statistics, PhD (F13)",Accepted,5 Mar 2013,3.9100000000000001,160.0,170.0,4.0,,I,5 Mar 2013,5,Mar,2013,5,Mar,2013,Phd
NCSU,"Statistics, PhD (F13)",Accepted,4 Mar 2013,,,,,,,5 Mar 2013,4,Mar,2013,5,Mar,2013,Phd
Iowa State,"Statistics, PhD (F13)",Accepted,5 Mar 2013,,,,,,,5 Mar 2013,5,Mar,2013,5,Mar,2013,Phd
University Of Florida,"Statistics, PhD (F13)",Accepted,4 Mar 2013,,,,,,,5 Mar 2013,4,Mar,2013,5,Mar,2013,Phd
Carnegie Mellon,"Statistics, Masters (F13)",Accepted,27 Feb 2013,3.3500000000000001,161.0,163.0,0.0,,A,5 Mar 2013,27,Feb,2013,5,Mar,2013,Masters
University Of Florida,"Statistics, PhD (F13)",Accepted,4 Mar 2013,,,,,,,5 Mar 2013,4,Mar,2013,5,Mar,2013,Phd
Columbia University,"Statistics, Masters (F13)",Accepted,4 Mar 2013,,,,,,,4 Mar 2013,4,Mar,2013,4,Mar,2013,Masters
Johns Hopkins University,"Applied Mathematics And Statistics, Masters (F13)",Accepted,4 Mar 2013,3.54,167.0,167.0,4.5,,A,4 Mar 2013,4,Mar,2013,4,Mar,2013,Masters
University Of South Carolina,"Statistics, PhD (F13)",Accepted,4 Mar 2013,,,,,,,4 Mar 2013,4,Mar,2013,4,Mar,2013,Phd
Johns Hopkins University,"Statistics, Masters (F13)",Accepted,4 Mar 2013,3.7799999999999998,710.0,800.0,0.0,,U,4 Mar 2013,4,Mar,2013,4,Mar,2013,Masters
University Of Florida,"Statistics, PhD (F13)",Accepted,4 Mar 2013,,,,,,,4 Mar 2013,4,Mar,2013,4,Mar,2013,Phd
University Of South Carolina,"Statistics, PhD (F13)",Accepted,4 Mar 2013,,,,,,,4 Mar 2013,4,Mar,2013,4,Mar,2013,Phd
Columbia University,"Statistics, PhD (F13)",Accepted,4 Mar 2013,,,,,,,4 Mar 2013,4,Mar,2013,4,Mar,2013,Phd
University Of North Carolina At Chapel Hill,"Statistics, PhD (F13)",Accepted,28 Feb 2013,,,,,,,4 Mar 2013,28,Feb,2013,4,Mar,2013,Phd
UC Berkeley,"Statistics, Masters (F13)",Accepted,3 Mar 2013,,,,,,,3 Mar 2013,3,Mar,2013,3,Mar,2013,Masters
Michigan State University,"Statistics, PhD (F13)",Accepted,1 Mar 2013,4.0,570.0,780.0,4.0,,A,2 Mar 2013,1,Mar,2013,2,Mar,2013,Phd
Temple University,"Statistics, PhD (F13)",Accepted,2 Mar 2013,,,,,,,2 Mar 2013,2,Mar,2013,2,Mar,2013,Phd
"University Of Michigan, Ann Arbor","Statistics, Masters (F13)",Accepted,2 Mar 2013,,,,,,,2 Mar 2013,2,Mar,2013,2,Mar,2013,Masters
Iowa State,"Statistics, PhD (F13)",Accepted,2 Mar 2013,,,,,,,2 Mar 2013,2,Mar,2013,2,Mar,2013,Phd
University Of Chicago,"Statistics, Masters (F13)",Accepted,1 Mar 2013,,,,,,,2 Mar 2013,1,Mar,2013,2,Mar,2013,Masters
UIUC,"Statistics, PhD (F13)",Rejected,2 Mar 2013,,,,,,,2 Mar 2013,2,Mar,2013,2,Mar,2013,Phd
UIUC,"Statistics, PhD (F13)",Rejected,2 Mar 2013,3.7999999999999998,160.0,169.0,4.5,,I,2 Mar 2013,2,Mar,2013,2,Mar,2013,Phd
"University Of Michigan, Ann Arbor","Statistics, PhD (F13)",Rejected,2 Mar 2013,,,,,,,2 Mar 2013,2,Mar,2013,2,Mar,2013,Phd
University Of Chicago,"Statistics, Masters (F13)",Accepted,2 Mar 2013,,,,,,,2 Mar 2013,2,Mar,2013,2,Mar,2013,Masters
University Of Chicago,"Statistics, Masters (F13)",Accepted,2 Mar 2013,,,,,,,2 Mar 2013,2,Mar,2013,2,Mar,2013,Masters
University Of Chicago,"Statistics, Masters (F13)",Accepted,2 Mar 2013,,,,,,,2 Mar 2013,2,Mar,2013,2,Mar,2013,Masters
University Of Chicago,"Statistics, Masters (F13)",Accepted,1 Mar 2013,,,,,,,1 Mar 2013,1,Mar,2013,1,Mar,2013,Masters
"University Of Illinois, Chicago","Statistics, PhD (F13)",Accepted,1 Mar 2013,,,,,,,1 Mar 2013,1,Mar,2013,1,Mar,2013,Phd
"University Of Michigan, Ann Arbor","Statistics, PhD (F13)",Rejected,1 Mar 2013,,,,,,,1 Mar 2013,1,Mar,2013,1,Mar,2013,Phd
UIUC,"Statistics, PhD (F13)",Rejected,1 Mar 2013,,,,,,,1 Mar 2013,1,Mar,2013,1,Mar,2013,Phd
UIUC,"Statistics, PhD (F13)",Rejected,1 Mar 2013,,,,,,,1 Mar 2013,1,Mar,2013,1,Mar,2013,Phd
University Of Wyoming,"Statistics, PhD (F13)",Accepted,27 Feb 2013,,730.0,800.0,4.0,,A,1 Mar 2013,27,Feb,2013,1,Mar,2013,Phd
Indiana University,"Statistics, PhD (F13)",Rejected,1 Mar 2013,,,,,,,1 Mar 2013,1,Mar,2013,1,Mar,2013,Phd
Georgia State University,"Mathematics And Statistics, PhD (F13)",Accepted,28 Feb 2013,,0.0,162.0,0.0,,A,1 Mar 2013,28,Feb,2013,1,Mar,2013,Phd
"University Of Michigan, Ann Arbor","Applied Master Of Statistics, Masters (F13)",Rejected,1 Mar 2013,,,,,,,1 Mar 2013,1,Mar,2013,1,Mar,2013,Masters
Johns Hopkins University,"Applied Mathematics And Statistics, PhD (F13)",Accepted,1 Mar 2013,,161.0,169.0,3.5,860.0,I,1 Mar 2013,1,Mar,2013,1,Mar,2013,Phd
Rutgers,"Statistics, PhD (F13)",Rejected,1 Mar 2013,,,,,,,1 Mar 2013,1,Mar,2013,1,Mar,2013,Phd
