school,program,decision,GPA,GRE,GRE_AW
University Of Virginia,Architecture,Accepted,3.48,156.0,3.0
University Of Virginia,Architecture,Accepted,3.58,156.0,4.0
University of Kansas,Mechanical Engineering,Accepted,2.5,163.0,3.0
Stanford University,Energy Resources Engineering,Accepted,3.99,166.0,4.0
Rutgers (State University Of New Jersey),Mechanical Engineering,Accepted,2.5,163.0,3.0
Cornell University,Operations Research And Industrial Engineering,Accepted,3.7,168.0,4.0
University of North Texas (UNT),Clinical Psychology,Accepted,3.64,147.0,4.0
Southern Illinois University,Speech Language Pathology,Accepted,3.74,143.0,4.5
University Of Warwick,MSc In Economics,Accepted,3.6,166.0,5.0
Penn State (Pennsylvania State University),Physics,Rejected,3.7,167.0,6.0
Carnegie Mellon University,International Security,Accepted,3.12,159.0,3.5
Cornell University,Mechanical And Aerospace Engineering,Accepted,3.86,170.0,5.0
Harvard University,Environmental Science and Engineering,Rejected,3.86,170.0,5.0
Boston University,Speech Language Pathology,Accepted,3.84,169.0,4.0
Georgetown University,Data Science For Public Policy,Accepted,3.53,170.0,4.0
Georgetown University,Data Science For Public Policy,Accepted,3.53,170.0,4.0
Johns Hopkins University,Mechanical Engineering,Accepted,3.92,163.0,3.0
University of California,Civil And Environmental Engineering,Accepted,3.74,167.0,4.0
University Of Alberta,Computer Science,Rejected,3.74,164.0,3.5
Harvard University,Political Science,Accepted,3.48,153.0,4.5
San Diego State University (SDSU),Marriage And Family Therapy,Accepted,3.3,149.0,4.0
McGill University,Epidemiology,Rejected,2.98,157.0,3.0
University Of Utah,Social Psychology,Rejected,3.85,161.0,4.5
Penn State University,Social Psychology,Rejected,3.85,161.0,4.5
Chapman University,Speech Language Pathology,Rejected,3.76,159.0,4.5
San Diego State University (SDSU),Speech Language Pathology,Accepted,3.76,159.0,4.5
Abilene Christian University,Speech Language Pathology,Accepted,3.93,154.0,3.0
University Of Alberta,Economics,Accepted,3.8,165.0,4.0
Massachusetts Institute Of Technology (MIT),IDSS/SES,Accepted,3.88,167.0,6.0
University Of Washington,Aeronautics & Astronautics,Rejected,4.0,167.0,4.5
Columbia University,Data Science,Rejected,3.9,164.0,4.0
Columbia University,Film Studies,Accepted,3.87,155.0,5.0
Cornell University,Chemistry,Accepted,3.94,161.0,5.5
Governors State University,Speech Language Pathology,Rejected,3.6,141.0,4.0
Indiana State University,Speech Language Pathology,Wait,3.6,141.0,4.0
Midwestern University,Speech Language Pathology,Accepted,3.6,141.0,4.0
Lewis University,Speech Language Pathology,Accepted,3.6,141.0,4.0
Saint Mary's College,Speech Language Pathology,Accepted,3.6,141.0,4.0
Saint Xavier University,Speech Language Pathology,Wait,3.6,141.0,4.0
University Of Minnesota,Speech Language Pathology,Accepted,4.0,156.0,4.5
University of Chicago,Computer Science,Rejected,3.83,164.0,3.5
Carnegie Mellon University,Computer Science,Accepted,3.7,170.0,5.0
Northwestern University,Civil Engineering,Rejected,3.8,169.0,4.0
Long Island Consortium,Audiology,Accepted,3.79,145.0,4.0
Cornell University,Operations Research & Information Engineering (ORIE),Rejected,4.0,170.0,4.5
Columbia University,Earth and Environmental Science,Accepted,3.96,164.0,5.5
University of California,Energy and Resource Group (ERG),Rejected,3.6,162.0,4.5
Northwestern University,Human Development and Social Policy,Accepted,3.8,160.0,5.0
Northeast Ohio Audiology Consortium (NOAC),Audiology,Accepted,3.5,149.0,4.5
Baylor University,Speech Language Pathology,Accepted,3.7,148.0,5.0
Western Michigan University,Statistics,Accepted,3.86,165.0,4.5
San Diego State University (SDSU),Statistics,Accepted,3.86,165.0,4.5
Kent State University,Audiology,Accepted,3.98,145.0,4.0
NYU Steinhardt,Food Studies,Accepted,3.6,150.0,5.0
NYU Steinhardt,Food Studies,Accepted,3.6,163.0,5.0
University of California (UCSB),Environmental Science and Management,Accepted,3.83,157.0,4.5
Ohio University (Athens),Biological Sciences,Accepted,2.8,156.0,3.0
New Mexico State University,Astronomy,Rejected,3.7,158.0,4.0
CUNY New York City College of Technology,Sociology,Wait,3.61,160.0,4.5
Penn State (Pennsylvania State University),Sociology,Rejected,3.61,160.0,4.5
Adelphi University,Speech Language Pathology,Accepted,3.85,147.0,4.0
University Of Colorado Denver,Urban And Regional Planning,Accepted,3.01,155.0,4.0
University of Maryland,Applied Mathematics,Rejected,3.8,170.0,4.0
Columbia University,MESAAS,Accepted,3.4,147.0,5.0
University of Notre Dame,Classics,Accepted,3.93,169.0,4.5
University of Maryland,Physics,Rejected,3.93,169.0,4.5
"University Of California, Los Angeles (UCLA)",Mathematics,Rejected,3.94,170.0,4.0
University of Chicago,Statistics,Rejected,3.94,170.0,4.0
Stanford University,Statistics,Rejected,3.94,170.0,4.0
Johns Hopkins University,Applied Mathematics and Statistics,Accepted,3.94,170.0,4.0
Columbia University,Counseling Psychology,Accepted,3.74,164.0,4.0
University of Pennsylvania,English,Rejected,4.0,141.0,5.5
Bocconi University,Finance,Accepted,3.6,170.0,4.0
University Of Alberta (U Of A),Finance,Accepted,3.6,170.0,4.0
East Tennessee State University,Audiology (AuD),Accepted,3.9,149.0,5.0
"University Of Californa, Los Angeles (UCLA)",Urban Planning,Rejected,3.9,154.0,5.0
Yale University,Political Science,Accepted,3.6,161.0,6.0
Arizona State University,Computer Science,Accepted,3.56,152.0,3.5
University of Nebraska at Omaha,Speech Language Pathology,Accepted,4.0,153.0,4.5
Elliott School Of International Affairs,European And Eurasian Studies,Accepted,3.7,158.0,4.0
Harvard University,Computer Science,Rejected,3.8,170.0,4.5
Carnegie Mellon University,Computer Science,Rejected,3.8,170.0,4.5
University of Pittsburgh,Computer Science,Accepted,3.78,165.0,4.0
Purdue University,Materials Engineering,Accepted,3.89,169.0,4.0
Texas A&M University (TAMU),Electrical And Computer Engineering,Accepted,3.3,170.0,3.5
University of Chicago,Public Policy,Accepted,2.9,163.0,4.0
University of California,Civil And Environmental Engineering,Accepted,3.81,165.0,3.0
University of Maryland,Physics,Rejected,3.51,163.0,5.0
NC State University,English,Accepted,4.0,151.0,5.0
SUNY New Paltz,Speech Language Pathology,Accepted,3.92,139.0,4.0
Carnegie Mellon University,Computer Science,Accepted,3.7,169.0,4.5
University of Colorado Boulder,Aerospace Engineering,Accepted,3.98,167.0,4.5
Carnegie Mellon University,Information Networking,Accepted,3.5,167.0,4.0
University of Texas at Austin,Economics,Accepted,3.9,161.0,3.5
Northeastern University (NEU),Data Science,Accepted,3.71,162.0,5.0
New Mexico State University,Astronomy,Rejected,3.7,158.0,4.0
Yale University,Political Science,Rejected,3.4,148.0,5.0
University Of Chicago Harris School,Public Policy (MPP),Accepted,3.61,164.0,5.0
University Of Arizona,Computer Science,Rejected,3.6,152.0,4.0
Arizona State University,Computer Science,Accepted,3.6,152.0,4.0
University of Illinois,Economics,Accepted,3.8,165.0,4.0
Louisiana State University (LSU),Economics,Accepted,3.8,165.0,4.0
Carnegie Mellon University,Information Security (MSIS),Accepted,3.34,165.0,4.0
University Of Alberta,Economics,Accepted,3.8,165.0,4.0
Carnegie Mellon University,Computer Science,Rejected,8.96,164.0,3.5
Carnegie Mellon University,Data Science (MCDS),Rejected,3.26,167.0,5.0
Carnegie Mellon University,Computer Science,Rejected,3.26,167.0,5.0
University Of Michgan Ann Arbor,Civil Engineering,Rejected,3.82,157.0,3.5
University of California,MCB,Accepted,3.85,168.0,6.0
University Of Chicago Harris School,Computational Analysis And Public Policy (MS-CAPP),Accepted,3.83,168.0,5.0
Arizona State University,Computer Science,Rejected,3.7,167.0,4.5
Stanford University,Philosophy,Accepted,3.97,163.0,4.5
Columbia University,Psychology,Rejected,3.6,158.0,5.0
University of Notre Dame,Theology,Rejected,4.0,144.0,4.0
University Of Alberta,Computer Science,Accepted,3.97,164.0,4.0
Carnegie Mellon University,Data Science,Rejected,3.89,170.0,4.5
UC San Diego (UCSD),"School Of Global Policy And Strategy, MPP",Accepted,4.0,152.0,5.0
Southeast Missouri State,Speech Language Pathology,Rejected,3.59,151.0,5.0
University of Central Arkansas,Speech Language Pathology,Rejected,3.6,151.0,5.0
University of South Dakota,Speech Language Pathology,Wait,3.6,151.0,5.0
Duke University,Engineering Management,Accepted,3.8,168.0,4.0
San Diego State University (SDSU),Speech Language Pathology,Accepted,3.81,148.0,5.0
Henry Jackson School Of International Studies,Near Eastern Languages & Civilization,Accepted,3.78,162.0,4.5
University of Wisconsin,Communication Sciences And Disorders,Wait,3.6,150.0,4.0
Minnesota State University,Communication Sciences And Disorders,Accepted,3.6,150.0,4.0
Indiana University Bloomington,Central Eurasian Studies,Accepted,3.78,162.0,4.5
University of Chicago,Public Policy,Wait,3.7,147.0,4.5
University Of Maryland (College Park),Physics,Rejected,3.72,169.0,4.0
Towson University,Speech Language Pathology,Accepted,3.91,146.0,4.0
Maryville University,Speech Language Pathology,Wait,3.43,147.0,5.0
University Of Central Florida (UCF),Anthropology (Bioarchaeology),Accepted,3.6,314.0,99.99
ETH Zurich,Computational Biology & Bioinformatics,Accepted,3.85,167.0,3.5
University of Chicago,History Of Christianity,Rejected,4.0,165.0,6.0
University of Chicago,"Integrative Neuroscience, Psychology",Rejected,3.4,159.0,4.5
University Of Washington,Aeronautics & Astronautics,Accepted,3.59,168.0,3.5
University of Chicago,History Of Christianity,Accepted,3.66,165.0,4.5
"University Of Maryland, College Park (UMD)",Physics,Rejected,3.76,169.0,4.0
University of Chicago,Anthropology And Sociology Of Religion,Rejected,3.96,155.0,5.5
Massachusetts Institute Of Technology (MIT),Biology,Accepted,3.99,168.0,5.0
"University Of California, Merced",Cognitive And Information Sciences,Accepted,3.6,60.0,80.0
University of Southern California,Philosophy,Rejected,3.76,150.0,4.5
Cornell University,Statistics,Rejected,4.0,168.0,4.5
Princeton University,Operations Research & Financial Engineering (ORFE),Accepted,4.0,168.0,4.5
University of Maryland,Physics,Rejected,3.49,170.0,4.0
University of Chicago,Political Science,Rejected,3.86,164.0,5.0
University of Maryland Global Campus,Physics,Rejected,3.81,167.0,3.5
University of Maryland,Physics,Rejected,3.17,167.0,4.0
University Of Maryland (College Park),Physics,Rejected,3.48,161.0,4.0
Yale University,Health Informatics,Accepted,3.35,167.0,3.5
University Of Virginia,Astronomy,Rejected,3.72,158.0,4.0
University Of Washington,Aeronautics & Astronautics,Accepted,3.4,166.0,4.0
Florida State University (FSU),Social Work,Accepted,4.27,156.0,3.5
University Of Arizona,Computer Science,Rejected,3.99,160.0,3.5
University Of Wisconsin-Eau Claire,Speech Language Pathology,Wait,3.71,152.0,4.0
Yale University,Political Science,Rejected,3.78,163.0,6.0
Trachtenberg School of Public Policy and Public Administration,Development Studies,Accepted,3.92,165.0,5.5
Carnegie Mellon University,Computer Science,Accepted,3.74,169.0,4.0
Georgetown University,Applied Linguistics,Rejected,3.8,153.0,5.0
Case Western Reserve University,Electrical And Computer Engineering,Accepted,3.8,154.0,4.5
University of Illinois Urbana-Champaign,Psychology (Cognitive Neuroscience),Accepted,3.94,170.0,3.5
Yale University,Political Science,Wait,3.92,162.0,5.5
Cornell University,Architecture,Accepted,3.5,160.0,4.0
San Diego State University (SDSU),Speech Language Pathology,Accepted,3.86,151.0,4.5
University Of Virginia,Master Of Science In Data Science,Accepted,3.31,170.0,5.5
Georgia Institute of Technology,Master Of Science In Analytics,Accepted,3.31,170.0,5.5
"University of California, Irvine",Statistics,Accepted,3.95,170.0,3.5
Northeastern University,Counseling Psychology,Accepted,2.9,151.0,5.0
University of Illinois,English,Rejected,3.99,154.0,4.0
University Of Maryland (College Park),HCI,Accepted,3.8,160.0,5.5
Stanford University,Civil And Environmental Engineering,Accepted,3.91,164.0,4.5
Stanford University,Stanford Teacher Education Program,Rejected,3.7,168.0,3.5
Rush University,Speech Language Pathology,Accepted,4.0,151.0,5.5
Harvard University,Mechanical Engineering SEAS,Rejected,3.82,170.0,4.5
Vanderbilt University,Physics,Accepted,4.0,164.0,3.5
Harvard University,Computational Science and Engineering,Rejected,4.0,155.0,4.0
Rush University,Speech Language Pathology,Accepted,3.45,152.0,5.5
University Of Michigan,Physics,Rejected,3.84,164.0,5.0
University Of Minnesota,Astronomy,Accepted,3.8,169.0,45.0
University of California,Masters Of Development Practice,Accepted,3.71,160.0,6.0
University Of Michigan,Information Science,Rejected,3.9,158.0,4.5
Wake Forest University,Psychology,Rejected,3.67,160.0,4.0
Columbia University,Teaching Of Social Studies,Accepted,3.9,145.0,5.0
Central Michigan University,Clinical Psychology,Accepted,3.92,145.0,5.0
Massachusetts Institute Of Technology (MIT),MEMP,Rejected,4.0,166.0,3.5
Georgia State University,Economics,Rejected,3.92,170.0,4.5
Dartmouth College,Mathematics,Rejected,3.85,170.0,4.5
University of Pennsylvania,History of Art,Accepted,3.87,143.0,4.5
Chestnut Hill College,Clinical Psychology,Rejected,3.92,169.0,5.0
Harvard University,Data Science,Rejected,4.0,170.0,5.5
University of Texas at Austin,Sociology,Rejected,3.8,152.0,5.0
Cornell University,Chemical Engineering,Rejected,3.92,170.0,3.5
University Of Utah,"Creative Writing, Poetry",Accepted,3.97,146.0,5.5
Harvard University,Applied Mathematics,Rejected,3.91,170.0,3.5
University Of Illinois,Spanish Linguistics,Rejected,3.91,157.0,5.5
Columbia University,Chemical Engineering,Rejected,3.28,164.0,4.0
Cornell University,Chemical Engineering,Rejected,3.28,164.0,4.0
Harvard University,Mechanical Engineering and Materials Science,Rejected,3.28,164.0,4.0
Rush University,Speech Language Pathology,Accepted,3.14,167.0,4.0
University Of Colorado Denver,Biostatistics,Accepted,3.5,163.0,4.0
Harvard University,Sociology,Rejected,4.0,165.0,5.0
Harvard University,Mechanical Engineering,Rejected,3.8,168.0,4.0
Grand Valley State University,Speech Language Pathology,Accepted,3.9,147.0,4.0
University of Pennsylvania,City Planning,Accepted,3.93,170.0,4.5
University Of Illinois,Astronomy,Wait,4.0,164.0,3.0
Claremont Graduate University,History,Accepted,3.72,155.0,5.0
University Of Michigan,School Of Information,Rejected,3.45,153.0,5.5
Harvard School Of Public Health,Biostatistics,Accepted,3.85,169.0,4.0
Rush University,Speech Language Pathology,Accepted,3.79,150.0,4.0
University of Texas at Austin,Civil Engineering,Rejected,3.5,163.0,4.0
Florida Institute of Technology,Industrial Organizational Psychology,Rejected,3.86,161.0,4.5
Harvard University,Computer Science,Rejected,3.9,170.0,4.5
Case Western Reserve University,Electrical And Computer Engineering,Accepted,3.6,160.0,4.0
California Institute of Technology,Electrical Engineering,Accepted,3.71,149.0,4.0
Harvard University,Bioengineering,Rejected,3.99,167.0,4.0
Ohio State University,Audiology,Accepted,3.89,150.0,4.5
Harvard University,Data Science,Rejected,3.86,170.0,4.0
Ohio State University-Main Campus,Au.D.,Accepted,3.89,150.0,4.5
Harvard University,Earth and Planetary Science,Rejected,3.8,162.0,5.0
University of Colorado Boulder,Masters Of The Environment,Accepted,2.5,160.0,5.0
Harvard University,Computational Science and Engineering,Rejected,3.87,156.0,3.0
University of Colorado Boulder,"Creative Writing, Poetry",Accepted,3.97,146.0,5.5
Ohio State University,Audiology,Accepted,4.0,144.0,5.0
Massachusetts Institute Of Technology (MIT),Aerospace Engineering,Accepted,3.86,170.0,5.0
Eastern Michigan University,Communication Sciences And Disorders,Rejected,3.35,156.0,5.0
University Of Michigan,Statistics,Rejected,4.0,167.0,4.5
Carnegie Mellon University,Statistics,Rejected,4.0,167.0,4.5
SUNY New Paltz,Speech Language Pathology,Rejected,3.7,149.0,4.0
New York University,Bieothics (Global College Of Public Health),Accepted,3.57,149.0,4.5
New York University,Neural Science,Rejected,3.5,169.0,4.5
"University of California, Irvine",Pharmaceutical Sciences,Accepted,3.96,149.0,5.5
Johns Hopkins University,Electrical And Computer Engineering,Rejected,3.25,169.0,3.5
Ohio State University,Chemistry,Rejected,3.46,158.0,5.0
